soz_id,sozum,atara,anlami,anahtar,turu2,gosterim_tarihi
11028,sıfırdan başlamak, sıfırdan başlamak sıfır,"en baştan, hiçbir şeye sahip olmadan bir işe girişmek:<i> 'Batı tiyatrosu Türkiye için yepyeni bir şey olduğu için sıfırdan başlamak gerekiyordu.' -</i>M. And.",sıfır,Deyim,
11029,sıfırı tüketmek, sıfırı tüketmek sıfır,"1) gücü kalmamak:<i> 'Sonra ulusal sporumuzda hızla geriledik, çok geçmeden sıfırı tükettik.' -</i>T. Halman. 2) yoksul duruma gelmek, yoksullaşmak; 3) ölmek.",sıfır,Deyim,
11030,sıhriyet peyda etmek, sıhriyet peyda etmek sıhriyet,"hısımlık oluşturmak:<i> 'Süleyman Şah, kurtuluşu Osman Oğulları ile sıhriyet peyda etmekte görüyordu.' -</i>F. F. Tülbentçi.",sıhriyet,Deyim,
11031,"sık gidersen dostuna, yatar arka", sık gidersen dostuna yatar arka gitmek yatmak,kişi dostuna sık sık giderse seyrek gittiğinde gördüğü konukseverliği görmez.,"gitmek, yatmak",Atasözü,
11032,sıkı basmak, sıkı basmak sıkı,"güçlü davranmak, direnmek.",sıkı,Deyim,
11033,sıkı durmak, sıkı durmak sıkı,"güçlü, dayanıklı olmak, dikkatli bulunmak.",sıkı,Deyim,
11034,sıkı tutmak, sıkı tutmak sıkı,"1) önem vermek:<i> İşini sıkı tut.</i> 2) sürekli olarak denetlemek, kontrol altında bulundurmak; 3) bir işte disiplinli olmak.",sıkı,Deyim,
11035,sıkıdan geçirmek, sıkıdan geçirmek sıkı,"<i> argo</i> dayak atmak:<i> 'Onlarla ahbaplıkta direnirse iş kolaydı; kapıaltına çekilir, güzel bir sıkıdan geçirilirdi.' -</i>K. Korcan.",sıkı,Deyim,
11036,sıkıntı basmak, sıkıntı basmak sıkıntı,"çok sıkılmak, can sıkıntısı duymak.",sıkıntı,Deyim,
11037,sıkıntı çekmek, sıkıntı çekmek sıkıntı,zorluk veya yoksulluk içinde yaşamak:<i> 'İki ateş arasında epeyce sıkıntı çektik.' -</i>A. Gündüz.,sıkıntı,Deyim,
11038,sıkıntı vermek, sıkıntı vermek sıkıntı,"tedirgin etmek, bunaltmak.",sıkıntı,Deyim,
11039,sıkıntıda olmak, sıkıntıda olmak sıkıntı,geçim darlığı çekmek.,sıkıntı,Deyim,
11040,sıkıntısı olmak, sıkıntısı olmak sıkıntı,"1) tedirgin, rahatsız eden bir durumda bulunmak:<i> 'Bir derdi, bir sıkıntısı olup da öyle susup durduğu akşamlar bile yanında bulunmaktan hoşlanıyoruz.' -</i>N. Ataç. 2) işemesi gerekmek, sıkışmak.",sıkıntı,Deyim,
11041,sıkıntıya düşmek, sıkıntıya düşmek sıkıntı,"darlık, yokluk içinde olmak.",sıkıntı,Deyim,
11042,sıkıntıya gelememek, sıkıntıya gelememek sıkıntı,güç işlere dayanamamak.,sıkıntı,Deyim,
11043,sıkıp suyunu çıkarmak, sıkıp suyunu çıkarmak sıkmak,sömürmek.,sıkmak,Deyim,
11044,sıkıya almak, sıkıya almak sıkı,1) hareketlerini sınırlamak veya önlemler almak:<i> 'Seniha etrafını bu kadar sıkıya alan bu adamlardan hiç sıkılmıyor mu?' -</i>Y. K. Karaosmanoğlu. 2) disiplin altına almak:<i> Başkan son zamanlarda işleri sıkıya aldı.</i>,sıkı,Deyim,
11045,sıkıya gelmek, sıkıya gelmek sıkı,"güç bir durumla karşılaşmak:<i> 'Sıkıya geldi mi borç etmekten çekinmez, sonra bu borçları ödemek için evinin eşyasını satar.' -</i>R. N. Güntekin.",sıkı,Deyim,
11046,sıla etmek, sıla etmek sıla,sılaya gitmek.,sıla,Deyim,
11047,sılaya gitmek, sılaya gitmek sıla,"1) bir süre ayrı kaldığı evini, yurdunu görmeye gitmek:<i> 'Ara sıra memlekete, sılaya gitmek lazım.' -</i>R. H. Karay. 2) anne, baba ve diğer akrabalarını görmek için memlekete gitmek.",sıla,Deyim,
11048,sınav vermek, sınav vermek sınav,sınavdan geçmek.,sınav,Deyim,
11049,sınava çekilmek, sınava çekilmek sınav,birinin bilgisi ölçülmek.,sınav,Deyim,
11050,sınava girmek, sınava girmek sınav,"bir kimse, bir konu üzerindeki bilgisinin ölçülmesini sağlamak için yapılan yoklamada hazır bulunmak.",sınav,Deyim,
11051,sınavda bırakmak, sınavda bırakmak sınav,sınavda başarısız saymak.,sınav,Deyim,
11052,sınavdan geçmek, sınavdan geçmek sınav,"1) sınava girmek:<i> 'Evet, bir sınavdan geçeceksin. Ben de sınav amirin tayin edildim.' -</i>A. Ümit. 2) girilen sınavda başarılı olmak.",sınav,Deyim,
11053,sınıfta bırakmak, sınıfta bırakmak sınıf,sınıf geçmesine engel olmak.,sınıf,Deyim,
11054,sınıfta çakmak, sınıfta çakmak sınıf,<i> argo</i> sınıfta kalmak.,sınıf,Deyim,
11055,sınıfta kalmak, sınıfta kalmak sınıf,"1) başarılı olamayan öğrenci, bir üst sınıfa geçemeyerek aynı sınıfta yeniden okumak; 2)<i> mec.</i> herhangi bir işte başarısız olmak.",sınıf,Deyim,
11056,sınır çekmek (çizmek), sınır çekmek çizmek sınır,1) sınırını belirtmek:<i> '1920 baharı muhteşem bir mart sabahında Sultan Dağları'nın sınır çizdiği Batı Anadolu'ya kan ve barut kokularıyla geliverdi.' -</i>T. Buğra. 2) son vermek.,sınır,Deyim,
11057,sınır dışı etmek, sınır dışı etmek sınır dışı,bir kimseyi bulunduğu ülkede yaptığı yasa dışı eyleminden dolayı ülkenin sınırları ötesine çıkarmak.,sınır dışı,Deyim,
11058,sır tutmak (saklamak), sır tutmak saklamak sırII,"bir sırrı açığa vurmamak, başkasına söylememek.",sır(II),Deyim,
11059,sır vermek (sızdırmak), sır vermek sızdırmak sırII,"bir sırrı açığa vurmak, başkasına söylemek:<i> 'Mustafa dışarı sır sızdırmıyordu lakin üzüntüden de eriyordu.' -</i>R. H. Karay.",sır(II),Deyim,
11060,sıra dayağı çekmek, sıra dayağı çekmek sıra dayağı,birden çok kişiyi teker teker ve birbirinin ardı sıra dövmek.,sıra dayağı,Deyim,
11061,sıra saygı gözetmek, sıra saygı gözetmek sıra saygı,karşılıklı saygı göstermek.,sıra saygı,Deyim,
11062,sıra (sırasını) savmak, sıra sırasını savmak sıra,"sırayla yapılan bir işte sıra kendine geldiğinde gereğini yapmak:<i> 'Neyse, sıramızı savdık ve yine yola çıktık ve yolda beni bir düşüncedir aldı.' -</i>N. Hikmet.",sıra,Deyim,
11063,sıram sıram dizilmek, sıram sıram dizilmek sıram sıram,"sıra veya sıralar oluşturacak biçimde yan yana, arka arkaya gelmek.",sıram sıram,Deyim,
11064,sırası düşmek, sırası düşmek sıra,uygun zamanı gelmek.,sıra,Deyim,
11065,sırası gelmek, sırası gelmek sıra,"1) bir başkasından sonra sıra birinin veya bir şeyin olmak; 2) sırası düşmek:<i> 'Hani bazen sırası geliyor da maziye merbutiyet, filan diyoruz.' -</i>M. Ş. Esendal.",sıra,Deyim,
11066,sırası gelmişken, sırası gelmişken sıra,"'fırsat düşmüşken, söz bu konudayken' anlamında kullanılan bir söz.",sıra,Deyim,
11067,sırasına getirmek, sırasına getirmek sıra,"uygun zamanını, fırsatını bulmak.",sıra,Deyim,
11068,sırasına göre, sırasına göre sıra,durumun gerektirdiği gibi.,sıra,Deyim,
11069,sırasını kaybetmek, sırasını kaybetmek sıra,"çocuk veya bebek, hastalık veya başka bir sebep dolayısıyla uyku ve meme zamanını şaşırmak.",sıra,Deyim,
11070,sırat köprüsünden geçmek, sırat köprüsünden geçmek sırat köprüsü,"bir iş yapılırken sıkıntılı, eziyetli durumlar içinde kalınmak.",sırat köprüsü,Deyim,
11071,sıraya dizmek, sıraya dizmek sıra,1) sıralamak; 2) bir topluluk içinde herkese aynı biçimde davranmak.,sıra,Deyim,
11072,sıraya koymak, sıraya koymak sıra,"düzenlemek, sıralamak.",sıra,Deyim,
11073,sırça köşkte oturan komşusuna taş atmamalı, sırça köşkte oturan komşusuna taş atmamalı oturmak atmak,insan kendinde herhangi bir kusur varken başkalarını aynı kusurla suçlamamalıdır.,"oturmak, atmak",Atasözü,
11074,sırık gibi, sırık gibi sırık,<i> alay</i> uzun boylu.,sırık,Deyim,
11075,sırım gibi, sırım gibi sırım,"ince yapılı ve güçlü:<i> 'Şimdi, altmışını geçmiş olmasına rağmen, sırım gibi bir vücudu vardı.' -</i>R. N. Güntekin.",sırım,Deyim,
11076,sırra ermek, sırra ermek sırII,"gizli tutulan veya sır durumunda olan bir şeyi anlamak, kavramak:<i> 'Fakat bu iki genç henüz bu sırra eremedikleri için sabırsızlanıyorlar, öfkeleniyorlardı.' -</i>Y. K. Karaosmanoğlu.",sır(II),Deyim,
11077,sırra kadem basmak, sırra kadem basmak sırII,"bir kimse ortalıktan yok olmak, ortalıkta görünmemek:<i> 'Denizde bazı balık türleri sırra kadem bastı ama başka nice türler kıyılara akın etmeye başladılar.' -</i>T. Halman.",sır(II),Deyim,
11078,"sırrını açma dostuna, o da söyler dostuna", sırrını açma dostuna o da söyler dostuna açmak söylemek,bir sır en yakın dosta bile söylenmemelidir.,"açmak, söylemek",Atasözü,
11079,sırt sırta vermek, sırt sırta vermek sırt sırta,iş birliği yapmak:<i> 'Sırt sırta verip bitiririz bu işi.' -</i>İ. O. Anar.,sırt sırta,Deyim,
11080,sırt (sırtını) çevirmek, sırt sırtını çevirmek sırt,"1) bir şeye veya birine önem vermemek:<i> 'Batı âlemi Türkiye'den vazgeçemez, bizi yalnız bırakamaz, askerî ihtiyaçlarımıza sırt çeviremez...' -</i>T. Halman. 2) bir şeyden veya bir kimseden desteğini, ilgisini kesmek; 3) birine darılmak.",sırt,Deyim,
11081,sırtı kaşınmak, sırtı kaşınmak sırt,dayak yemeyi hak edecek davranışta bulunmak.,sırt,Deyim,
11082,sırtı yere gelmek, sırtı yere gelmek sırt,"yenilmek, alt olmak:<i> 'Anladım ki hayat savaşının birinci büyük dönümünde Ayşe'nin sırtı yere gelmişti.' -</i>H. E. Adıvar.",sırt,Deyim,
11083,sırtı yere gelmemek, sırtı yere gelmemek sırt,"sarsılmamak, yerinden düşürülememek, güçlü olmak.",sırt,Deyim,
11084,sırtına almak, sırtına almak sırt,"1) yüklenmek, çuvalı sırtına aldı; 2) bir giyeceği giymek veya sırtına örtmek:<i> Sırtına bir şey almadan sokağa fırladı.</i>",sırt,Deyim,
11085,sırtına geçirmek, sırtına geçirmek sırt,bir şeyi giymek:<i> 'Pardösüyü sırtıma geçirdim.' -</i>S. F. Abasıyanık.,sırt,Deyim,
11086,sırtında yumurta küfesi olmamak, sırtında yumurta küfesi olmamak sırt,eski düşünce ve yönünü kolayca değiştirmek veya sözünden caymakta sakınca görmemek:<i> 'Çelişki içinde konuşur ve sırtında yumurta küfesi olmadığından dün ak dediğine bugün rahatlıkla kara diyebilir.' -</i>H. Taner.,sırt,Deyim,
11087,sırtından atmak, sırtından atmak sırt,"başından savmak veya birinin, bir şeyin sorumluluğunu, yükünü üzerine almamak.",sırt,Deyim,
11088,sırtından bıçaklamak, sırtından bıçaklamak sırt,ihanet etmek:<i> 'Arkadaşların birbirini sırtından bıçaklaması doğru değil. Bunu ancak düşmanlar yapabilir.' -</i>S. Dölek.,sırt,Deyim,
11089,sırtını dönmek, sırtını dönmek sırt,sırt çevirmek.,sırt,Deyim,
11090,sırtüstü yatmak, sırtüstü yatmak sırtüstü,1) sırtı yere gelmek üzere yatmak:<i> 'Sırtüstü yatıp gözlerinizi kara bir bezle bağlayın.' -</i>H. Taner. 2) hiçbir şey yapmamak:<i> 'Üç gün sırtüstü yattım trende.' -</i>N. Hikmet. 3)<i> mec.</i> çalışmadan rahat bir yaşam sürmek.,sırtüstü,Deyim,
11091,sıska olmak, sıska olmak sıska,1) karın boşluğuna su dolarak karnı şişmek; 2) aşırı zayıf olmak.,sıska,Deyim,
11092,sıskası çıkmak, sıskası çıkmak sıska,"çok zayıflamak, sıskalaşmak.",sıska,Deyim,
11093,sıtma tutmak, sıtma tutmak sıtma,ateş ve ter nöbetleriyle titremeye başlamak.,sıtma,Deyim,
11094,sıva vurmak, sıva vurmak sıva,"bir duvarı sıva kullanarak düzgünleştirmek, sıvamak.",sıva,Deyim,
11095,sıygaya çekmek, sıygaya çekmek sıyga,birine sorular sorup cevaplarını istemek:<i> 'Yüksek tahsilli olup olmadığımızı anlamak için bizi kara cümleden bile değil de imladan sıygaya çektiler.' -</i>F. R. Atay.,sıyga,Deyim,
11096,sıyırıp çıkarmak, sıyırıp çıkarmak sıyırmak,çekip kurtarmak:<i> 'Bunlar yaşama yolunda bir engele çarptılar mı hemen dedelerinin adını verirler ve kendilerini güçlükten sıyırıp çıkarırlardı.' -</i>İ. O. Anar.,sıyırmak,Deyim,
11097,sızıp kalmak, sızıp kalmak sızmak,çok içki içip veya çok yorulup uyuyakalmak:<i> 'Eskimiş boş çuvallar gibi sızıp kalırlardı bir köşede.' -</i>K. Korcan.,sızmak,Deyim,
11098,sicil vermek, sicil vermek sicil,"sorumlu bir görevli, yanında çalışan birinin bir aşamaya gelmesinde yeterli olup olmadığını gereken makama bildirmek.",sicil,Deyim,
11099,siciline işlemek, siciline işlemek sicil,bir çalışanın yaptığı olumlu veya olumsuz davranışları siciline kaydetmek.,sicil,Deyim,
11100,sicim gibi, sicim gibi sicim,"damlaları ince bir sıra oluşturacak biçimde birbiri ardınca akan (yağmur, gözyaşı):<i> 'Gözlerinden sicim gibi yaş inerek hepsini bir kömür sandığına doldurdu.' -</i>A. Ağaoğlu.",sicim,Deyim,
11101,siftah etmek, siftah etmek siftah,1) esnaf sabahleyin ilk alışverişi yapmak:<i> 'Bu vakit kim gelecek? Her günkü gibi siftahı sen ediyorsun?' -</i>E. E. Talu. 2)<i> mec.</i> bir işi ilk kez yapmak.,siftah,Deyim,
11102,sigara kâğıdı gibi, sigara kâğıdı gibi sigara kâğıdı,çok ince.,sigara kâğıdı,Deyim,
11103,sigarayı tellendirmek (tüttürmek), sigarayı tellendirmek tüttürmek sigara,keyifle sigara içmek:<i> 'Birkaç tane bira çektikten sonra üzerlerine sigarayı tellendirdim mi değme keyfime artık.' -</i>Ö. Seyfettin.,sigara,Deyim,
11104,sigorta atmak, sigorta atmak sigorta,bir arıza sonucu sigortada elektrik akımı kesilmek.,sigorta,Deyim,
11105,sigortası atmak, sigortası atmak sigorta,<i> argo</i> çok sinirlenmek.,sigorta,Deyim,
11106,siktir et!, siktir et! siktirmek,"1) 'aldırma, önem verme!' anlamında kullanılan bir söz; 2) 'kov, defet!' anlamında kullanılan bir söz.",siktirmek,Deyim,
11107,siktirip gitmek, siktirip gitmek siktirmek,başını alıp gitmek.,siktirmek,Deyim,
11108,silah atmak, silah atmak silah,silahtan mermileri boşaltmak.,silah,Deyim,
11109,silah başı etmek, silah başı etmek silah,"<i> ask.</i> askerlikte, verilen komut üzerine herkes görevi başına geçmek.",silah,Deyim,
11110,silah çatmak, silah çatmak silah,<i> ask.</i> silahları uç uca çapraz bir biçimde dayayarak durdurmak.,silah,Deyim,
11111,silah patlamak, silah patlamak silah,1) silah ateş almak; 2)<i> mec.</i> savaş başlamak.,silah,Deyim,
11112,silah silaha girmek, silah silaha girmek silah,karşılıklı olarak ateş etmek:<i> 'Üç serseri birbirleriyle silah silaha girmişler.' -</i>R. H. Karay.,silah,Deyim,
11113,silaha davranmak, silaha davranmak silah,kullanmak için silahına el atmak.,silah,Deyim,
11114,silahaltına almak, silahaltına almak silahaltı,askerlik görevine başlatmak.,silahaltı,Deyim,
11115,silahaltında bulunmak, silahaltında bulunmak silahaltı,silahaltında olmak:<i> 'Silahaltında bulunan er ve erbaşlarla askerî öğrenciler ... oy kullanamazlar.' -</i>Anayasa.,silahaltı,Deyim,
11116,silindir gibi ezmek, silindir gibi ezmek silindir,bir kimseyi her yönüyle güçsüz duruma getirmek.,silindir,Deyim,
11117,silinip gitmek, silinip gitmek silinmek,"bir şey birdenbire yok olmak veya unutulmak:<i> 'Bu sonuncular, ardından gelen büyük dalgaların gürültüsünde silinip gitti.' -</i>M. Mungan.",silinmek,Deyim,
11118,silip atmak, silip atmak silmek,"ilgi ve ilişkisini tamamen kesmek:<i> 'Beni aldattı diye onu kalbimden silip attım, ondan nefret ediyorum.' -</i>R. N. Güntekin.",silmek,Deyim,
11119,silip süpürmek, silip süpürmek silmek,"1) evi, ortalığı temizlemek; 2) ne var ne yoksa hepsini yemek:<i> 'Büyükdere'den yanına bir sepet kiraz aldığı vakit, sandalda bütün kirazı silip süpürür.' -</i>S. Birsel. 3) ne var ne yok hepsini alıp götürmek veya yok etmek:<i> 'Bu, nereden ve kimden geldiği belli olmayan darbe son ümitlerini de silip süpürmüştü.' -</i>E. E. Talu.",silmek,Deyim,
11120,silkinip sıyrılmak, silkinip sıyrılmak silkinmek,kendine gelip kurtulmak:<i> 'Sebepsiz duyduğu bu kederden bir türlü silkinip sıyrılamıyor.' -</i>Ö. Seyfettin.,silkinmek,Deyim,
11121,silkip atmak, silkip atmak silkmek,her türlü ilgisini kesmek:<i> '... çocuğun olmazsa bir gün bu herif seni silkip atar.' -</i>M. Ş. Esendal.,silkmek,Deyim,
11122,sinameki gibi, sinameki gibi sinameki,"mızmız, sevimsiz, kimseyle ilişki kurmayan (kimse).",sinameki,Deyim,
11123,sinek avlamak, sinek avlamak sinek,<i> şaka</i> işi veya müşterisi olmayıp boş oturmak.,sinek,Deyim,
11124,sinek küçüktür ama mide bulandırır, sinek küçüktür ama mide bulandırır bulandırmak,"önemsiz, küçük gibi görünen bir şey kötü ve olumsuz bir izlenim yaratır.",bulandırmak,Atasözü,
11125,sinek pekmezciyi tanır, sinek pekmezciyi tanır tanımak,"işini bilen kişi, yararlanacağı kimseyi bilir.",tanımak,Atasözü,
11126,sinekten yağ çıkarmak (çıkartmak), sinekten yağ çıkarmak çıkartmak sinek,"olmayacak şeylerden yararlanmaya çalışmak:<i> 'Elverişli durumların kokusunu hemencecik alıyor, sinekten yağ çıkartmasını biliyordu.' -</i>T. Buğra.",sinek,Deyim,
11127,sinerji yaratmak, sinerji yaratmak sinerji,bir sonuca katkısı olabilecek birkaç etkeni bir arada harekete geçirerek güç elde etmek.,sinerji,Deyim,
11128,sineye çekmek, sineye çekmek sine,"kötü bir davranış, söz veya olaya ister istemez katlanmak:<i> 'Onlar hızla geçer veya düşer; musibeti sineye çekmek millete düşer.' -</i>T. Halman.",sine,Deyim,
11129,sineyimillete dönmek, sineyimillete dönmek sineyimillet,1) bulunduğu makamı veya görevi terk edip halktan biri olmak; 2) halk oylamasına başvurmak.,sineyimillet,Deyim,
11130,sinir buhranı geçirmek, sinir buhranı geçirmek sinir buhranı,bunalım içinde olmak:<i> 'Kız kardeşim bir sinir buhranı geçiriyordu.' -</i>A. Gündüz.,sinir buhranı,Deyim,
11131,sinir buhranına tutulmak, sinir buhranına tutulmak sinir buhranı,"bunalım geçirmek:<i> 'Üç dört gün olmuştu, acayip sinir buhranlarına tutulmuştum.' -</i>R. H. Karay.",sinir buhranı,Deyim,
11132,sinir kesilmek, sinir kesilmek sinir,"çok sinirlenmek, öfkelenmek:<i> 'Başkalarının rahatlık saydığı işlerde sıkıldım, sinir kesildim.' -</i>N. Cumalı.",sinir,Deyim,
11133,sinir küpü olmak, sinir küpü olmak sinir küpü,aşırı derecede sinirli olmak.,sinir küpü,Deyim,
11134,sinir küpüne çevirmek, sinir küpüne çevirmek sinir küpü,aşırı derecede sinirlendirmek.,sinir küpü,Deyim,
11135,sinir küpüne dönmek, sinir küpüne dönmek sinir küpü,aşırı derecede sinirlenmek:<i> 'Çocuğum bu sürekli gözaltından huzursuz oluyor; ben sinir küpüne dönüyorum.' -</i>A. Kulin.,sinir küpü,Deyim,
11136,sinir sahibi olmak, sinir sahibi olmak sinir,devamlı sinirlenir durumda olmak.,sinir,Deyim,
11137,siniri oynamak, siniri oynamak sinir,"öfkelenmek, sinirlenmek.",sinir,Deyim,
11138,siniri tutmak, siniri tutmak sinir,"birdenbire sinirlenmek veya davranışlarını denetleyememek:<i> '... moda deyince çıldırmaz, çok gülerse siniri tutup sonra yarım saat ağlamaz.' -</i>M. Ş. Esendal.",sinir,Deyim,
11139,sinirleri ayakta olmak, sinirleri ayakta olmak sinir,çok sinirlenmiş veya öfkelenmiş bulunmak.,sinir,Deyim,
11140,sinirleri boşanmak, sinirleri boşanmak sinir,"sinirlenip kendini tutamayarak gülmek, ağlamak veya bağırmak:<i> 'Şimdi soğukkanlı olan amcam, benim ise sinirlerim boşanmak üzere.' -</i>A. Ümit.",sinir,Deyim,
11141,sinirleri bozulmak, sinirleri bozulmak sinir,"çok sinirlenmek, ne yapıp edeceğini bilmeden şaşkın, karmaşık bir duruma düşmek:<i> 'Başı aylarca ağrımayan, sinirleri bozulmayan, yanılmayan sanatkâr, olduğu yerde sayandır.' -</i>N. Hikmet.",sinir,Deyim,
11142,sinirleri gergin olmak, sinirleri gergin olmak sinir,sinirlendirici yeni bir olay çıkarsa hemen tepki gösterecek durumda olmak.,sinir,Deyim,
11143,sinirleri gevşemek (yatışmak), sinirleri gevşemek yatışmak sinir,"sinirliyken ferahlamak, sakinleşmek.",sinir,Deyim,
11144,sinirlerine hâkim olmak, sinirlerine hâkim olmak sinir,"davranışlarını ve kendini denetleyebilmek, soğukkanlı olmak.",sinir,Deyim,
11145,sinyal almak, sinyal almak sinyal,"işaret almak, belirtilerin farkına varmak:<i> 'Ruhunun derinliklerinden ürperti dolu, hiç de yabancısı olmadığı sinyaller alıyordu.' -</i>O. Aysu.",sinyal,Deyim,
11146,sinyal vermek, sinyal vermek sinyal,bir şeyi işaretle bildirmek.,sinyal,Deyim,
11147,sipariş almak, sipariş almak sipariş,bir şeyin yapılması veya gönderilmesi kendisine ısmarlanmak.,sipariş,Deyim,
11148,sipariş etmek, sipariş etmek sipariş,"bir şeyin yapılmasını veya bir şeyin gönderilmesini istemek, ısmarlamak.",sipariş,Deyim,
11149,sipariş vermek, sipariş vermek sipariş,"bir şeyin yapılmasını, getirilmesini veya gönderilmesini birine ısmarlamak.",sipariş,Deyim,
11150,siper olmak, siper olmak siper,birini veya bir şeyi korumak amacıyla kendini siper olarak kullanmak:<i> 'Güneş yakmasın diye onun güzel başını/ Gördüm siper olurken iki arkadaşını' -</i>F. N. Çamlıbel.,siper,Deyim,
11151,sipere yatmak, sipere yatmak siper,"siper içine saklanmak, gizlenmek:<i> 'Çatın arkadaşlar da atları çatın / Kurşun bizi tutuyor sipere yatın' -</i>Halk türküsü.",siper,Deyim,
11152,sipsivri kalmak, sipsivri kalmak sipsivri,herkesin çekilmesiyle yalnız kalmak veya ortada kalmak.,sipsivri,Deyim,
11153,sirayet etmek, sirayet etmek sirayet,"1) hastalık geçmek, bulaşmak:<i> 'Valinin hızı ve coşkusu, yanındakilere de bulaşıcı bir hastalık gibi sirayet ediyordu.' -</i>A. Kulin. 2)<i> mec.</i> yayılmak, dağılmak:<i> 'Bu dedikodular bizim eve bile sirayet etti.' -</i>A. Gündüz.",sirayet,Deyim,
11154,"sirkesini, sarımsağını sayan paçayı yiyemez", sirkesini sarımsağını sayan paçayı yiyemez sarımsak saymak yemek,"küçük sakıncalarını düşünerek bir işe girişmeyen kişi, o işin kazançlarından yoksun kalır.","sarımsak, saymak, yemek",Atasözü,
11155,sitemde bulunmak, sitemde bulunmak sitem,sitem etmek.,sitem,Deyim,
11156,sitteisevir her saati bir devir, sitteisevir her saati bir devir ,fırtına günlerinde hava her saat değişikliğe uğrar.,,Atasözü,
11157,sitteisevir kapıyı çevirir, sitteisevir kapıyı çevirir çevirmek,kötü havalarda dışarı çıkmamayı öğütleyen bir söz.,çevirmek,Atasözü,
11158,siya siya gitmek, siya siya gitmek siya siya,geri geri gitmek.,siya siya,Deyim,
11159,siyem siyem ağlamak, siyem siyem ağlamak siyem siyem,iplik iplik gözyaşı dökmek.,siyem siyem,Deyim,
11160,siyem siyem yağmak, siyem siyem yağmak siyem siyem,"yağmur, kar ince ince yağmak.",siyem siyem,Deyim,
11161,siz bilirsiniz, siz bilirsiniz siz,'nasıl istersiniz öyle olsun' anlamında kullanılan bir söz.,siz,Deyim,
11162,siz sağ olun, siz sağ olun siz,"'ne yapalım, ziyanı yok' anlamında kullanılan bir söz.",siz,Deyim,
11163,sizden iyi olmasın, sizden iyi olmasın siz,"birinin, orada bulunmayan bir kimseyi överken karşısındakine söylediği bir nezaket sözü:<i> '... sizden iyi olmasın pek babacan, cana yakın bir adamdır.' -</i>H. Taner.",siz,Deyim,
11164,size doyum olmaz, size doyum olmaz siz,bir yerden ayrılırken söylenen bir nezaket sözü:<i> 'Doktor 'size doyum olmaz' diye gülerek müsaade istedi. Ayağa kalktı.' -</i>Ö. Seyfettin.,siz,Deyim,
11165,size (sizlere) ömür, size sizlere ömür siz,bir kimsenin öldüğünü bildirmek için kullanılan bir söz.,siz,Deyim,
11166,skala yapmak, skala yapmak skala,çalgı perdelerine parmak alıştırmak.,skala,Deyim,
11167,slogan atmak, slogan atmak slogan,sloganı bağırarak söylemek.,slogan,Deyim,
11168,sofra donatmak, sofra donatmak sofra,sofraya bol ve türlü yiyecekler koymak.,sofra,Deyim,
11169,"sofrada elini, mecliste dilini sakla", sofrada elini mecliste dilini sakla saklamak,"topluluk içinde kendini denetle, aşırı davranışlarda bulunmaktan kaçın, açgözlülük ve gevezelik etme.",saklamak,Atasözü,
11170,"sofu soğan yemez, bulunca sapını komaz", sofu soğan yemez bulunca sapını komaz yemek bulmak komak,hoşa gitmeyen işlere yönelmez gibi görünen öyle kişiler vardır ki bu işlere girişince en aşırı yolu tutarlar.,"yemek, bulmak, komak",Atasözü,
11171,"soğanın acısını yiyen bilmez, doğrayan bilir", soğanın acısını yiyen bilmez doğrayan bilir acı yemek bilmek doğramak,"bir iş yapılırken ne kadar güçlük çekildiğini, o işi başarmış olan bilir; başarılmış olan bu işten yararlanan bilmez.","acı, yemek, bilmek, doğramak",Atasözü,
11172,soğuk almak, soğuk almak soğuk,"üşüyerek hastalanmak, üşütmek:<i> 'İliklerine kadar da ıslanmış ve soğuk almış.' -</i>N. F. Kısakürek.",soğuk,Deyim,
11173,soğuk çalmak, soğuk çalmak soğuk,soğuk bitkiye zarar vermek.,soğuk,Deyim,
11174,soğuk çıkmak, soğuk çıkmak soğuk,hava soğumak.,soğuk,Deyim,
11175,soğuk durmak, soğuk durmak soğuk,"ilgisiz, sevimsiz davranmak:<i> 'Suat ilgilerine heyecanla karşılık vermiyor, biraz uzak ve soğuk duruyordu.' -</i>A. İlhan.",soğuk,Deyim,
11176,soğuk duş etkisi yapmak, soğuk duş etkisi yapmak soğuk,ansızın bildirilen tatsız bir haber olumsuz bir tepki yaratmak.,soğuk,Deyim,
11177,soğuk düşmek (kaçmak), soğuk düşmek kaçmak soğuk,"söz, davranış vb. yersiz ve sevimsiz olmak:<i> 'Bir cenaze alayında böyle bir latife az buçuk soğuk kaçmakla beraber pek yersiz de sayılmazdı.' -</i>R. N. Güntekin.",soğuk,Deyim,
11178,"soğuk ter dökmek (basmak, boşanmak)", soğuk ter dökmek basmak boşanmak soğuk,"korkmak, heyecanlanmak, bunalmak, gerilmek:<i> 'Safinaz kardeşini düşününce soğuk ter döktü.' -</i>H. E. Adıvar.<i> 'Hele ansızın alnını, bıyıklarının dibini ve ensesini basan soğuk ter, sinsi bir ölüm korkusunu içine yılan gibi akıtıyor.' -</i>A. İlhan.<i> 'Elleri ayakları buz kesildi, soğuk bir ter boşandı bütün vücudundan.' -</i>Ç. Altan.",soğuk,Deyim,
11179,soğuk vurmak (yakmak), soğuk vurmak yakmak soğuk,çok soğuğun etkisiyle bitki kurumak.,soğuk,Deyim,
